"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"PULKIT PROJECTS PRIVATE LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01346
"ACCURICS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0193269
"NUPORE FILTRATION SYSTEMS PRIVATELIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.080313
"J. D. J. TRADERS PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.060518472
"FAMOUS DEVELOPERS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.012
"QUARKXPRESS PUBLISHING R&D (INDIA)PRIVATE LIMITED","FY 2022-23",Non-PSU,Punjab,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.031717
"INFRASTRUCTURE ADVISORS PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07107
"JEMCO VANIJYA PVT LTD","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0476
"AMIT JASANI FINANCIAL SERVICES PRIVATELIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003
"TECHINDIA INFOWAY PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0293053
"BELGAUM AQUA VALVES PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0236
"POWERTEC INFRASTRUCTURE HOLDINGS PRIVATE LIMITED","FY 2022-23",Non-PSU,"NEC/Not Mentioned","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.035
"QUIN BAY TECHNOLOGIES PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015
"TIRUPATI BALAJI AGRO PRODUCTS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2112566
"VASANTHA SUBRAMANIAN HOSPITALS INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0517548
"NATIONAL PROJECTS CONSTRUCTION CORPORATION LIMITED","FY 2022-23",PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2459
"THE NAINITAL BANK LIMITED","FY 2022-23",Non-PSU,Uttarakhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0013
"PATEL PHOSCHEM LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2079266
"AMBUTHIRTHA POWER PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.120701
"VISAKHA PHARMACITY LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01475
"MARAL OVERSEAS LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
"MADHURI REFINERS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00236
"IL&FS INFRA ASSET MANAGEMENT LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0582
"INDEUTSCH INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0026916
"KEC SPUR INFRASTRUCTURE PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0230249
"INDIAN ADDITIVES LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0726691
"VOSSLOH BEEKAY CASTINGS LIMITED","FY 2022-23",Non-PSU,Chhattisgarh,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0062
"NISUM CONSULTING PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.030198
"COLRUYT GROUP INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.008901
"THAKOR ELECTRONICS LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0683871
"UNIVERSAL SOMPO GENERAL INSURANCE COMPANY LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.19
"UNIVERSAL SOMPO GENERAL INSURANCE COMPANY LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"DUKE PUMPING SOLUTIONS PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0036
"ORIENTAL AROMATICS LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001766
"ORIENTAL AROMATICS LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0057256
"GAYATHRI AQUA SEA FOOD EXPORTS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0437544
"BGRS GLOBAL (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0985658
"NUPORE FILTRATION SYSTEMS PRIVATE LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07876
"GA INFRA PRIVATE LIMITED","FY 2022-23",Non-PSU,Rajasthan,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0017756
"SHAKTI PUMPS (INDIA) LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0476281
"SHAKTI PUMPS (INDIA) LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0406854
"SRI DURGA CONDEV PRIVATE LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1298039
"SHYAM METALICS AND ENERGY LIMITED","FY 2022-23",Non-PSU,Odisha,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6
"S.J.S. ENTERPRISES LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.052635
"RUPSHA FISH PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.006597
"TAMILNADU INDUSTRIAL INVESTMENT CORPORATION LIMITED","FY 2022-23",PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2481
"INDOSPACE FWS INDUSTRIAL PARK PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003972
"BLACK & VEATCH PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.10725
"ICF CONSULTING INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"UNIVERSAL SAUR URJA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.003176
"VIRAL INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
"INDOSPACE PARK CHAKAN 1D PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.118
"UTTAM SUGAR MILLS LIMITED","FY 2022-23",Non-PSU,"PAN India","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3725
"WILO MATHER AND PLATT PUMPS PRIVATE LIMITED","FY 2022-23",Non-PSU,"Madhya Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0111764
"WILO MATHER AND PLATT PUMPS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.028043
"WILO MATHER AND PLATT PUMPS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00474
"HARDCASTLE PETROFER PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0089385
"INFONOVUM TECHNOLOGIES PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0000762
"INDOSPACE INDUSTRIAL PARKS PRIVATE LIMITED","FY 2022-23",Non-PSU,Haryana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1654572
"INDOSPACE SKCL INDUSTRIAL PARK PRIVATE LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.163204
"HYDRASPECMA INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0595797
"ASIAN ENERGY SERVICES LIMITED","FY 2022-23",Non-PSU,Assam,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.007
"JSW DHARAMTAR PORT PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4465907
"ROCK & REEF DREDGING PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"FRANKLIN TEMPLETON INTERNATIONAL SERVICES (INDIA )PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.043424
"FRANKLIN TEMPLETON INTERNATIONAL SERVICES (INDIA )PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.48
"TOYOTA BOSHOKU AUTOMOTIVE INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0495358
"TOYOTA BOSHOKU AUTOMOTIVE INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0489842
"DHANDAPANI STEEL PRIVATE LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.077
"NETCRACKER TECHNOLOGY SOLUTIONS (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1182
"LORD INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.27872
"RANA SUGARS LIMITED","FY 2022-23",Non-PSU,Punjab,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.056363
"SAGILITY INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05115
"DAIKI ALUMINIUM INDUSTRY INDIA PRIVATE LIMITED","FY 2022-23",Non-PSU,"Himachal Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.16645
"FOCUS TRANS-TECH SHIPPING PRIVATE LIMITED","FY 2022-23",Non-PSU,"Andhra Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.10615
"AGI GREENPAC LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.036
"SUVEN PHARMACEUTICALS LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1838221
"JUNIPER GREEN SIGMA PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.038822
"AXXELA RESEARCH & ANALYTICS PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0286
"MANJUSHREE INNOVATIONS PRIVATE LIMITED","FY 2022-23",Non-PSU,Assam,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004018
"HETERO LABS LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.09503
"KOTAK GLOBAL LOGISTICS PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.170655
"JEEVAKA INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001859
"SML FILMS LIMITED","FY 2022-23",Non-PSU,Delhi,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1722
"FCBULKA ADVERTISING PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"THE NATIONAL SMALL INDUSTRIES CORPORATION LIMITED","FY 2022-23",PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1794
"VALSPAR (INDIA) COATINGS CORPORATION PRIVATE LIMITED","FY 2022-23",Non-PSU,Karnataka,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1302159
"QVANTEL SOFTWARE SOLUTIONS LIMITED","FY 2022-23",Non-PSU,Telangana,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0367
"INDIA GLYCOLS LIMITED","FY 2022-23",Non-PSU,Uttarakhand,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1600525
"ALUMINIUM POWDER COMPANY LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.010589
"K B SAHA & SONS INDUSTRIES PRIVATE LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0959761
"JAINAM FERRO ALLOYS (I) LIMITED","FY 2022-23",Non-PSU,Chhattisgarh,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0045
"INARCO PRIVATE LIMITED","FY 2022-23",Non-PSU,Gujarat,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0061831
"YORK TRANSPORT EQUIPMENT (INDIA) PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01534
"FRONTIER ALLOY STEELS LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.006684322
"FRONTIER ALLOY STEELS LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0010901
"FRONTIER ALLOY STEELS LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0059745
"SATAV STONE COMPANY PRIVATE LIMITED","FY 2022-23",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0027
"RE SUSTAINABILITY IWM SOLUTIONS LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1398369
"RE SUSTAINABILITY IWM SOLUTIONS LIMITED","FY 2022-23",Non-PSU,"Tamil Nadu","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0045337
"RE SUSTAINABILITY IWM SOLUTIONS LIMITED","FY 2022-23",Non-PSU,"West Bengal","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0008947
"BAJAJ ENERGY LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0093975
"BAJAJ ENERGY LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0143824
"BAJAJ ENERGY LIMITED","FY 2022-23",Non-PSU,"Uttar Pradesh","Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0166374
